sentence,Final_Label,predict_name,cleaned_sentence,tokens
@user nnyaa bontle bone ba bantle mathata ke kakwa ,positive,Setswana,nnyaa bontle bone ba bantle mathata ke kakwa,"['nnyaa', 'bontle', 'bone', 'ba', 'bantle', 'mathata', 'ke', 'kakwa']"
nkare nka sala forever ebile ,negative,Setswana,nkare nka sala forever ebile,"['nkare', 'nka', 'sala', 'forever', 'ebile']"
@user @user @user and o busy mogolo ka bana bangwe ga a felelwe ekare motho a le mo mission wa go target fresh blood ke utlwile ko radiong a re setse pan ,negative,Setswana,and o busy mogolo ka bana bangwe ga a felelwe ekare motho a le mo mission wa go target fresh blood ke utlwile ko radiong a re setse pan,"['and', 'o', 'busy', 'mogolo', 'ka', 'bana', 'bangwe', 'ga', 'a', 'felelwe', 'ekare', 'motho', 'a', 'le', 'mo', 'mission', 'wa', 'go', 'target', 'fresh', 'blood', 'ke', 'utlwile', 'ko', 'radiong', 'a', 're', 'setse', 'pan']"
le bo tsenwa bo teng felo fa ,positive,Setswana,le bo tsenwa bo teng felo fa,"['le', 'bo', 'tsenwa', 'bo', 'teng', 'felo', 'fa']"
@user @user @user @user haibo ntate buthelezi ,neutral,Setswana,haibo ntate buthelezi,"['haibo', 'ntate', 'buthelezi']"
@user neo o batla go re buisa thata,negative,Setswana,neo o batla go re buisa thata,"['neo', 'o', 'batla', 'go', 're', 'buisa', 'thata']"
@user @user in the great words of pitso mosimane may is far ,positive,Setswana,in the great words of pitso mosimane may is far,"['in', 'the', 'great', 'words', 'of', 'pitso', 'mosimane', 'may', 'is', 'far']"
@user @user @user bathung madi a mantsi jang friend,positive,Setswana,bathung madi a mantsi jang friend,"['bathung', 'madi', 'a', 'mantsi', 'jang', 'friend']"
@user oa jola o happy akere se ka tlhoka yang,positive,Setswana,oa jola o happy akere se ka tlhoka yang,"['oa', 'jola', 'o', 'happy', 'akere', 'se', 'ka', 'tlhoka', 'yang']"
@user molemo wa kgang squad ,positive,Setswana,molemo wa kgang squad,"['molemo', 'wa', 'kgang', 'squad']"
@user ga nkitla ke go araba motho wame,negative,Setswana,ga nkitla ke go araba motho wame,"['ga', 'nkitla', 'ke', 'go', 'araba', 'motho', 'wame']"
@user ntate mentality oa batho babang ke oa li fool keo chaele ,negative,Setswana,ntate mentality oa batho babang ke oa li fool keo chaele,"['ntate', 'mentality', 'oa', 'batho', 'babang', 'ke', 'oa', 'li', 'fool', 'keo', 'chaele']"
@user malatsi a bomme a mantsi tota,neutral,Setswana,malatsi a bomme a mantsi tota,"['malatsi', 'a', 'bomme', 'a', 'mantsi', 'tota']"
go lebega terena eya go palama trans kalahari re sule ,negative,Setswana,go lebega terena eya go palama trans kalahari re sule,"['go', 'lebega', 'terena', 'eya', 'go', 'palama', 'trans', 'kalahari', 're', 'sule']"
ga bare nnyaa ka jalo ra mo dika ra mmetsa ka go tlhoka lesego a swa ,positive,Setswana,ga bare nnyaa ka jalo ra mo dika ra mmetsa ka go tlhoka lesego a swa,"['ga', 'bare', 'nnyaa', 'ka', 'jalo', 'ra', 'mo', 'dika', 'ra', 'mmetsa', 'ka', 'go', 'tlhoka', 'lesego', 'a', 'swa']"
@user hantle haholo ntate ,positive,Setswana,hantle haholo ntate,"['hantle', 'haholo', 'ntate']"
kgang ya gore i ll be teaching the whole of tomorrow ga e nkeme sentle nkare nka lela ,negative,Setswana,kgang ya gore i ll be teaching the whole of tomorrow ga e nkeme sentle nkare nka lela,"['kgang', 'ya', 'gore', 'i', 'll', 'be', 'teaching', 'the', 'whole', 'of', 'tomorrow', 'ga', 'e', 'nkeme', 'sentle', 'nkare', 'nka', 'lela']"
@user ntate ramaphosa cyril will never get second term mohlomong torong tsa hao ,negative,Setswana,ntate ramaphosa cyril will never get second term mohlomong torong tsa hao,"['ntate', 'ramaphosa', 'cyril', 'will', 'never', 'get', 'second', 'term', 'mohlomong', 'torong', 'tsa', 'hao']"
pika golo mo go a boitshega nka swela gone hoo ha re ka kopana mo sekgweng ,negative,Setswana,pika golo mo go a boitshega nka swela gone hoo ha re ka kopana mo sekgweng,"['pika', 'golo', 'mo', 'go', 'a', 'boitshega', 'nka', 'swela', 'gone', 'hoo', 'ha', 're', 'ka', 'kopana', 'mo', 'sekgweng']"
e bata re butse dikhote kgang eo ,neutral,Setswana,e bata re butse dikhote kgang eo,"['e', 'bata', 're', 'butse', 'dikhote', 'kgang', 'eo']"
@user bomme ga ba emane nokeng ha mme a tsholetsa letsogo ke bo mme ka dinako tse dintsi ba mo wisang mowa ba rotloetsa go gogela morago sekai mme lindiwe sisulu o rata gonna president ya anc ancwl ga e mo eme nokeng@sabcdikgang,negative,Setswana,bomme ga ba emane nokeng ha mme a tsholetsa letsogo ke bo mme ka dinako tse dintsi ba mo wisang mowa ba rotloetsa go gogela morago sekai mme lindiwe sisulu o rata gonna president ya anc ancwl ga e mo eme nokeng,"['bomme', 'ga', 'ba', 'emane', 'nokeng', 'ha', 'mme', 'a', 'tsholetsa', 'letsogo', 'ke', 'bo', 'mme', 'ka', 'dinako', 'tse', 'dintsi', 'ba', 'mo', 'wisang', 'mowa', 'ba', 'rotloetsa', 'go', 'gogela', 'morago', 'sekai', 'mme', 'lindiwe', 'sisulu', 'o', 'rata', 'gon', 'na', 'president', 'ya', 'anc', 'ancwl', 'ga', 'e', 'mo', 'eme', 'nokeng']"
lowu ntlangu uya hela hi draw ya 2-2niri kwala ka halahala@3dcommentator @user @user,neutral,Setswana,lowu ntlangu uya hela hi draw ya niri kwala ka halahala,"['lowu', 'ntlangu', 'uya', 'hela', 'hi', 'draw', 'ya', 'niri', 'kwala', 'ka', 'halahala']"
@user @user @user aowa tsega sentle ,negative,Setswana,aowa tsega sentle,"['aowa', 'tsega', 'sentle']"
@user ijoo ga go sa kape wena ke mathata jaanong,negative,Setswana,ijoo ga go sa kape wena ke mathata jaanong,"['ijoo', 'ga', 'go', 'sa', 'kape', 'wena', 'ke', 'mathata', 'jaanong']"
@user waitse gore ke eng ga ke itseye sentle ,negative,Setswana,waitse gore ke eng ga ke itseye sentle,"['waitse', 'gore', 'ke', 'eng', 'ga', 'ke', 'itseye', 'sentle']"
@user thata hle,positive,Setswana,thata hle,"['thata', 'hle']"
@user selo sele se mpogisitse sele ke a ithata jaanong ,neutral,Setswana,selo sele se mpogisitse sele ke a ithata jaanong,"['selo', 'sele', 'se', 'mpogisitse', 'sele', 'ke', 'a', 'ithata', 'jaanong']"
ntate le morwa le moya ba bine ka ho safeleng bare amen hallelujah ho boraro botirone ho ntate le morwa le moya ,positive,Setswana,ntate le morwa le moya ba bine ka ho safeleng bare amen hallelujah ho boraro botirone ho ntate le morwa le moya,"['ntate', 'le', 'morwa', 'le', 'moya', 'ba', 'bine', 'ka', 'ho', 'safeleng', 'bare', 'amen', 'hallelujah', 'ho', 'boraro', 'botirone', 'ho', 'ntate', 'le', 'morwa', 'le', 'moya']"
@user wa utlwa ntate ,negative,Setswana,wa utlwa ntate,"['wa', 'utlwa', 'ntate']"
i just took a shower and ha ke re kea itshutlha ke bona towel e boa ele ntsho heeeh @user pheho ya kgantele ke boetse mo metsing ,negative,Setswana,i just took a shower and ha ke re kea itshutlha ke bona towel e boa ele ntsho heeeh pheho ya kgantele ke boetse mo metsing,"['i', 'just', 'took', 'a', 'shower', 'and', 'ha', 'ke', 're', 'kea', 'itshutlha', 'ke', 'bona', 'towel', 'e', 'boa', 'ele', 'ntsho', 'heeeh', 'pheho', 'ya', 'kgantele', 'ke', 'boetse', 'mo', 'metsing']"
maloba kwaaaaaaaaaaaaa ,neutral,Setswana,maloba kwaaaaaaaaaaaaa,"['maloba', 'kwaaaaaaaaaaaaa']"
@user kgante things started getting worse after he posted ba lwala ,negative,Setswana,kgante things started getting worse after he posted ba lwala,"['kgante', 'things', 'started', 'getting', 'worse', 'after', 'he', 'posted', 'ba', 'lwala']"
le re boledisa thata and e sale vroeg ,negative,Setswana,le re boledisa thata and e sale vroeg,"['le', 're', 'boledisa', 'thata', 'and', 'e', 'sale', 'vroeg']"
@user @user imagine ba no batisa bakadzi babo shoni be sendegwa screenshots kwi mmata o bone rragwe nnana kwa no dhabila u tini,positive,Setswana,imagine ba no batisa bakadzi babo shoni be sendegwa screenshots kwi mmata o bone rragwe nnana kwa no dhabila u tini,"['imagine', 'ba', 'no', 'batisa', 'bakadzi', 'babo', 'shoni', 'be', 'sendegwa', 'screenshots', 'kwi', 'mmata', 'o', 'bone', 'rragwe', 'nnana', 'kwa', 'no', 'dhabila', 'u', 'tini']"
@user ne ke bua le bone phakela ba rialo bare ha go se busy it s 3 to 4 days,negative,Setswana,ne ke bua le bone phakela ba rialo bare ha go se busy it s to days,"['ne', 'ke', 'bua', 'le', 'bone', 'phakela', 'ba', 'rialo', 'bare', 'ha', 'go', 'se', 'busy', 'it', 's', 'to', 'days']"
ne di le teng tsotlhe o kare dipsy a gorile bo brian baloyi warona ene ,neutral,Setswana,ne di le teng tsotlhe o kare dipsy a gorile bo brian baloyi warona ene,"['ne', 'di', 'le', 'teng', 'tsotlhe', 'o', 'kare', 'dipsy', 'a', 'gorile', 'bo', 'brian', 'baloyi', 'warona', 'ene']"
 ako robale go bosigo ,positive,Setswana,ako robale go bosigo,"['ako', 'robale', 'go', 'bosigo']"
@user @user okay okngcono tshela yena akhokhe ke manje ,negative,Setswana,okay okngcono tshela yena akhokhe ke manje,"['okay', 'okngcono', 'tshela', 'yena', 'akhokhe', 'ke', 'manje']"
@user otlaa bona ko pele se se salang wa go ja jaanong reka mogirl,negative,Setswana,otlaa bona ko pele se se salang wa go ja jaanong reka mogirl,"['otlaa', 'bona', 'ko', 'pele', 'se', 'se', 'salang', 'wa', 'go', 'ja', 'jaanong', 'reka', 'mogirl']"
mmm mantuli if it were pretty receiving a new phone from boys nkebe a gafile thata,negative,Setswana,mmm mantuli if it were pretty receiving a new phone from boys nkebe a gafile thata,"['mmm', 'mantuli', 'if', 'it', 'were', 'pretty', 'receiving', 'a', 'new', 'phone', 'from', 'boys', 'nkebe', 'a', 'gafile', 'thata']"
@user e kare ka e bona soup ya teng e nwetse mo rice ditapole di kokobetse ha godimo ga rice ya teng ,negative,Setswana,e kare ka e bona soup ya teng e nwetse mo rice ditapole di kokobetse ha godimo ga rice ya teng,"['e', 'kare', 'ka', 'e', 'bona', 'soup', 'ya', 'teng', 'e', 'nwetse', 'mo', 'rice', 'ditapole', 'di', 'kokobetse', 'ha', 'godimo', 'ga', 'rice', 'ya', 'teng']"
yeses ke bolaile ke phefo boshego kamoka ,negative,Setswana,yeses ke bolaile ke phefo boshego kamoka,"['yeses', 'ke', 'bolaile', 'ke', 'phefo', 'boshego', 'kamoka']"
@user ha tonota s own a tserwe ke dira kgotla - madisakwana s own,positive,Setswana,ha tonota s own a tserwe ke dira kgotla madisakwana s own,"['ha', 'tonota', 's', 'own', 'a', 'tserwe', 'ke', 'dira', 'kgotla', 'madisakwana', 's', 'own']"
@user o ta a ira jang kana ,positive,Setswana,o ta a ira jang kana,"['o', 'ta', 'a', 'ira', 'jang', 'kana']"
@user @user ware mantshego o ira jang ,neutral,Setswana,ware mantshego o ira jang,"['ware', 'mantshego', 'o', 'ira', 'jang']"
@user thank you ntate you have restored our hope may god bless you and give you strenh to continue doing the good work you are doing ,positive,Setswana,thank you ntate you have restored our hope may god bless you and give you strenh to continue doing the good work you are doing,"['thank', 'you', 'ntate', 'you', 'have', 'restored', 'our', 'hope', 'may', 'god', 'bless', 'you', 'and', 'give', 'you', 'strenh', 'to', 'continue', 'doing', 'the', 'good', 'work', 'you', 'are', 'doing']"
@user o akanya thata ,positive,Setswana,o akanya thata,"['o', 'akanya', 'thata']"
tsepo tshola leri ravava @phaphamamlfm @user @user @user,positive,Setswana,tsepo tshola leri ravava,"['tsepo', 'tshola', 'leri', 'ravava']"
bese kuba khona izinjazegame maziya endodeni bye guys wozovalaumnyango baba ,negative,Setswana,bese kuba khona izinjazegame maziya endodeni bye guys wozovalaumnyango baba,"['bese', 'kuba', 'khona', 'izinjazegame', 'maziya', 'endodeni', 'bye', 'guys', 'wozovalaumnyango', 'baba']"
@user ke sendile 5k o fedile ka bonako jang bathong,negative,Setswana,ke sendile k o fedile ka bonako jang bathong,"['ke', 'sendile', 'k', 'o', 'fedile', 'ka', 'bonako', 'jang', 'bathong']"
@user @user @user vele bese abo kleva blacks bash the other criminals but support abelungu just to seem work most of this politics nd are corrupt regardless of race,negative,Setswana,vele bese abo kleva blacks bash the other criminals but support abelungu just to seem work most of this politics nd are corrupt regardless of race,"['vele', 'bese', 'abo', 'kleva', 'blacks', 'bash', 'the', 'other', 'criminals', 'but', 'support', 'abelungu', 'just', 'to', 'seem', 'work', 'most', 'of', 'this', 'politics', 'nd', 'are', 'corrupt', 'regardless', 'of', 'race']"
@user ache ke botlaila ba ka ntate,positive,Setswana,ache ke botlaila ba ka ntate,"['ache', 'ke', 'botlaila', 'ba', 'ka', 'ntate']"
@user gare tshele sentla autlwa nna i keep mines in the car cos auntie ke ene a ntshechang go gaisa ngwana,neutral,Setswana,gare tshele sentla autlwa nna i keep mines in the car cos auntie ke ene a ntshechang go gaisa ngwana,"['gare', 'tshele', 'sentla', 'autlwa', 'nna', 'i', 'keep', 'mines', 'in', 'the', 'car', 'cos', 'auntie', 'ke', 'ene', 'a', 'ntshechang', 'go', 'gaisa', 'ngwana']"
@user @user @user why le apara kit e tshwanang le ya man united,negative,Setswana,why le apara kit e tshwanang le ya man united,"['why', 'le', 'apara', 'kit', 'e', 'tshwanang', 'le', 'ya', 'man', 'united']"
oa bo o bata gore buisa thata ,negative,Setswana,oa bo o bata gore buisa thata,"['oa', 'bo', 'o', 'bata', 'gore', 'buisa', 'thata']"
@user ska tshega hle dimples i hope they sub him ai,positive,Setswana,ska tshega hle dimples i hope they sub him ai,"['ska', 'tshega', 'hle', 'dimples', 'i', 'hope', 'they', 'sub', 'him', 'ai']"
@user i wonder what he said ha fihla haye,positive,Setswana,i wonder what he said ha fihla haye,"['i', 'wonder', 'what', 'he', 'said', 'ha', 'fihla', 'haye']"
@user ne o mo tsamaela hela thata ,negative,Setswana,ne o mo tsamaela hela thata,"['ne', 'o', 'mo', 'tsamaela', 'hela', 'thata']"
@user munna go siame,neutral,Setswana,munna go siame,"['munna', 'go', 'siame']"
@user labohelo ke bona dikoloi tse dintsi dibopeletse ene ele ka loso laga seretse rragwe iyene ke belaela petrol prices di sena go wela tase puso etswa go tabola dilori tse di cheap ko japan to collect and deliver mail nkamo ,negative,Setswana,labohelo ke bona dikoloi tse dintsi dibopeletse ene ele ka loso laga seretse rragwe iyene ke belaela petrol prices di sena go wela tase puso etswa go tabola dilori tse di cheap ko japan to collect and deliver mail nkamo,"['labohelo', 'ke', 'bona', 'dikoloi', 'tse', 'dintsi', 'dibopeletse', 'ene', 'ele', 'ka', 'loso', 'laga', 'seretse', 'rragwe', 'iyene', 'ke', 'belaela', 'petrol', 'prices', 'di', 'sena', 'go', 'wela', 'tase', 'puso', 'etswa', 'go', 'tabola', 'dilori', 'tse', 'di', 'cheap', 'ko', 'japan', 'to', 'collect', 'and', 'deliver', 'mail', 'nkamo']"
bathong nyenya ,positive,Setswana,bathong nyenya,"['bathong', 'nyenya']"
@user lmao so nna ke pallwe keo tshega ,neutral,Setswana,lmao so nna ke pallwe keo tshega,"['lmao', 'so', 'nna', 'ke', 'pallwe', 'keo', 'tshega']"
@user @user mare nagana ngwana a bidiwa tshotlhego ,negative,Setswana,mare nagana ngwana a bidiwa tshotlhego,"['mare', 'nagana', 'ngwana', 'a', 'bidiwa', 'tshotlhego']"
@user true go tshwana le banyana ba bangwe especially those so called beauties ,negative,Setswana,true go tshwana le banyana ba bangwe especially those so called beauties,"['true', 'go', 'tshwana', 'le', 'banyana', 'ba', 'bangwe', 'especially', 'those', 'so', 'called', 'beauties']"
@user @user @user neke hlanya jwalo ebile enkare nka palama hodima fridge ,negative,Setswana,neke hlanya jwalo ebile enkare nka palama hodima fridge,"['neke', 'hlanya', 'jwalo', 'ebile', 'enkare', 'nka', 'palama', 'hodima', 'fridge']"
@user @user you didn t have to be this rude ntate ,negative,Setswana,you didn t have to be this rude ntate,"['you', 'didn', 't', 'have', 'to', 'be', 'this', 'rude', 'ntate']"
ha ele gore kgang e teng go tla nna wwe ,positive,Setswana,ha ele gore kgang e teng go tla nna wwe,"['ha', 'ele', 'gore', 'kgang', 'e', 'teng', 'go', 'tla', 'nna', 'wwe']"
@user le akanya thata ka dilo hela tse di senang mosola madi a jewa obo a dira a mangwe,negative,Setswana,le akanya thata ka dilo hela tse di senang mosola madi a jewa obo a dira a mangwe,"['le', 'akanya', 'thata', 'ka', 'dilo', 'hela', 'tse', 'di', 'senang', 'mosola', 'madi', 'a', 'jewa', 'obo', 'a', 'dira', 'a', 'mangwe']"
@user hi chocolate lady e sale hoseng hore reka tletleba ka moo dihlopha dibapalang ka teng empa ka mona ka naturena ke bona kotsi fela etlo hoba phafa sandile komphela@viljoenskroon,negative,Setswana,hi chocolate lady e sale hoseng hore reka tletleba ka moo dihlopha dibapalang ka teng empa ka mona ka naturena ke bona kotsi fela etlo hoba phafa sandile komphela,"['hi', 'chocolate', 'lady', 'e', 'sale', 'hoseng', 'hore', 'reka', 'tletleba', 'ka', 'moo', 'dihlopha', 'dibapalang', 'ka', 'teng', 'empa', 'ka', 'mona', 'ka', 'naturena', 'ke', 'bona', 'kotsi', 'fela', 'etlo', 'hoba', 'phafa', 'sandile', 'komphela']"
@user ke motho le go reetsa ngwanaka ,negative,Setswana,ke motho le go reetsa ngwanaka,"['ke', 'motho', 'le', 'go', 'reetsa', 'ngwanaka']"
@user @user ke tshogile gore ,negative,Setswana,ke tshogile gore,"['ke', 'tshogile', 'gore']"
@user @user @user sa ntsha le teng ,negative,Setswana,sa ntsha le teng,"['sa', 'ntsha', 'le', 'teng']"
@user @user @user sorry ntate maduka go home and rectify those mistakes ,positive,Setswana,sorry ntate maduka go home and rectify those mistakes,"['sorry', 'ntate', 'maduka', 'go', 'home', 'and', 'rectify', 'those', 'mistakes']"
kana ke ne ke raa jaana nka lwala ,negative,Setswana,kana ke ne ke raa jaana nka lwala,"['kana', 'ke', 'ne', 'ke', 'raa', 'jaana', 'nka', 'lwala']"
@user tannies are the most racist of all racists chile lol honeng ntate baas a re wa mo didimatsa,negative,Setswana,tannies are the most racist of all racists chile lol honeng ntate baas a re wa mo didimatsa,"['tannies', 'are', 'the', 'most', 'racist', 'of', 'all', 'racists', 'chile', 'lol', 'honeng', 'ntate', 'baas', 'a', 're', 'wa', 'mo', 'didimatsa']"
sha te u retla e bua sentle re sena go tagiwa ,negative,Setswana,sha te u retla e bua sentle re sena go tagiwa,"['sha', 'te', 'u', 'retla', 'e', 'bua', 'sentle', 're', 'sena', 'go', 'tagiwa']"
@user hai re tla bona ntate ,negative,Setswana,hai re tla bona ntate,"['hai', 're', 'tla', 'bona', 'ntate']"
@user kante le buisana jang ,neutral,Setswana,kante le buisana jang,"['kante', 'le', 'buisana', 'jang']"
@user @user new dawn as thuma mina ,positive,Setswana,new dawn as thuma mina,"['new', 'dawn', 'as', 'thuma', 'mina']"
@user mosadi o botlhokwa,neutral,Setswana,mosadi o botlhokwa,"['mosadi', 'o', 'botlhokwa']"
nnya tshamekang sentle ,neutral,Setswana,nnya tshamekang sentle,"['nnya', 'tshamekang', 'sentle']"
@user ke rapedisa ga bedi ga rarotonga kgantele i can t do that anymore ,negative,Setswana,ke rapedisa ga bedi ga rarotonga kgantele i can t do that anymore,"['ke', 'rapedisa', 'ga', 'bedi', 'ga', 'rarotonga', 'kgantele', 'i', 'can', 't', 'do', 'that', 'anymore']"
why ba shakgetse jaana ne lona ,negative,Setswana,why ba shakgetse jaana ne lona,"['why', 'ba', 'shakgetse', 'jaana', 'ne', 'lona']"
re t epa hore bana ba khutlela sekolong tshwara - e bitswang ka puo ya sesotho kajeno ka15h30 feela ho @user @user ,negative,Setswana,re t epa hore bana ba khutlela sekolong tshwara e bitswang ka puo ya sesotho kajeno kah feela ho,"['re', 't', 'epa', 'hore', 'bana', 'ba', 'khutlela', 'sekolong', 'tshwara', 'e', 'bitswang', 'ka', 'puo', 'ya', 'sesotho', 'kajeno', 'kah', 'feela', 'ho']"
@user @user aus 3 days gwa tshwana mos,neutral,Setswana,aus days gwa tshwana mos,"['aus', 'days', 'gwa', 'tshwana', 'mos']"
@user ma am go thata,negative,Setswana,ma am go thata,"['ma', 'am', 'go', 'thata']"
@user @user ele nna nako tsone tse anthony a sa kgweetse sentle ,negative,Setswana,ele nna nako tsone tse anthony a sa kgweetse sentle,"['ele', 'nna', 'nako', 'tsone', 'tse', 'anthony', 'a', 'sa', 'kgweetse', 'sentle']"
lona le tlo sia le re tlogela ntwa ha di simolola 32km under 6 seconds pace uh ,positive,Setswana,lona le tlo sia le re tlogela ntwa ha di simolola km under seconds pace uh,"['lona', 'le', 'tlo', 'sia', 'le', 're', 'tlogela', 'ntwa', 'ha', 'di', 'simolola', 'km', 'under', 'seconds', 'pace', 'uh']"
bathong ati mme nnyaa guys,neutral,Setswana,bathong ati mme nnyaa guys,"['bathong', 'ati', 'mme', 'nnyaa', 'guys']"
@user @user o mpolaya thata ,positive,Setswana,o mpolaya thata,"['o', 'mpolaya', 'thata']"
@user di kgole di reply tsa teng mxm gare tlogele ,negative,Setswana,di kgole di reply tsa teng mxm gare tlogele,"['di', 'kgole', 'di', 'reply', 'tsa', 'teng', 'mxm', 'gare', 'tlogele']"
@user ba re boledi a thata nou ,negative,Setswana,ba re boledi a thata nou,"['ba', 're', 'boledi', 'a', 'thata', 'nou']"
@user tameng sesi kvee kere jackie re tla mo ema nokeng re nyaka go bona a boya lesengwe nyana ka di 28,negative,Setswana,tameng sesi kvee kere jackie re tla mo ema nokeng re nyaka go bona a boya lesengwe nyana ka di,"['tameng', 'sesi', 'kvee', 'kere', 'jackie', 're', 'tla', 'mo', 'ema', 'nokeng', 're', 'nyaka', 'go', 'bona', 'a', 'boya', 'lesengwe', 'nyana', 'ka', 'di']"
@user @user @user @user lenna kea ipotsa,neutral,Setswana,lenna kea ipotsa,"['lenna', 'kea', 'ipotsa']"
@user kante wa betsa mokgwa wa gago ,negative,Setswana,kante wa betsa mokgwa wa gago,"['kante', 'wa', 'betsa', 'mokgwa', 'wa', 'gago']"
@user @user o kopantse bb le kgomo ya fatshe ,positive,Setswana,o kopantse bb le kgomo ya fatshe,"['o', 'kopantse', 'bb', 'le', 'kgomo', 'ya', 'fatshe']"
@user @user ya tshela poi ,neutral,Setswana,ya tshela poi,"['ya', 'tshela', 'poi']"
the way things are going go batla motho a ntse a nale leranti mo ntlong every now and then ebe o betsa shot just to numb the pain ,negative,Setswana,the way things are going go batla motho a ntse a nale leranti mo ntlong every now and then ebe o betsa shot just to numb the pain,"['the', 'way', 'things', 'are', 'going', 'go', 'batla', 'motho', 'a', 'ntse', 'a', 'nale', 'leranti', 'mo', 'ntlong', 'every', 'now', 'and', 'then', 'ebe', 'o', 'betsa', 'shot', 'just', 'to', 'numb', 'the', 'pain']"
ha le batlaho tseba kasephiri sa dithapelole botsise makwalo hlemakwalo a tla le botsa x2 ntate roma nnaaaa ,neutral,Setswana,ha le batlaho tseba kasephiri sa dithapelole botsise makwalo hlemakwalo a tla le botsa x ntate roma nnaaaa,"['ha', 'le', 'batlaho', 'tseba', 'kasephiri', 'sa', 'dithapelole', 'botsise', 'makwalo', 'hlemakwalo', 'a', 'tla', 'le', 'botsa', 'x', 'ntate', 'roma', 'nnaaaa']"
@user makes sense tota hela modern problems require modern solutions ha go le that go bata o siela to simple ones o ta utlwa teng,positive,Setswana,makes sense tota hela modern problems require modern solutions ha go le that go bata o siela to simple ones o ta utlwa teng,"['makes', 'sense', 'tota', 'hela', 'modern', 'problems', 'require', 'modern', 'solutions', 'ha', 'go', 'le', 'that', 'go', 'bata', 'o', 'siela', 'to', 'simple', 'ones', 'o', 'ta', 'utlwa', 'teng']"
@user aowa nna ke monateng ntate,negative,Setswana,aowa nna ke monateng ntate,"['aowa', 'nna', 'ke', 'monateng', 'ntate']"
@user @user re hloka a kwale shalulile on saturday he was fire today,negative,Setswana,re hloka a kwale shalulile on saturday he was fire today,"['re', 'hloka', 'a', 'kwale', 'shalulile', 'on', 'saturday', 'he', 'was', 'fire', 'today']"
atleast manu e botoka ya jewa wena ,negative,Setswana,atleast manu e botoka ya jewa wena,"['atleast', 'manu', 'e', 'botoka', 'ya', 'jewa', 'wena']"
@user @user @user beautiful and on point moradi wa ntate mokoena,negative,Setswana,beautiful and on point moradi wa ntate mokoena,"['beautiful', 'and', 'on', 'point', 'moradi', 'wa', 'ntate', 'mokoena']"
@user lol thata,negative,Setswana,lol thata,"['lol', 'thata']"
@user koore phone ke a e bona botlhoko jwa hotdog osa e shashola ko nkong ,negative,Setswana,koore phone ke a e bona botlhoko jwa hotdog osa e shashola ko nkong,"['koore', 'phone', 'ke', 'a', 'e', 'bona', 'botlhoko', 'jwa', 'hotdog', 'osa', 'e', 'shashola', 'ko', 'nkong']"
haresena gogo araba wago ira eng ,neutral,Setswana,haresena gogo araba wago ira eng,"['haresena', 'gogo', 'araba', 'wago', 'ira', 'eng']"
@user re utlwile tlhe ban ,negative,Setswana,re utlwile tlhe ban,"['re', 'utlwile', 'tlhe', 'ban']"
go turn boyfriend ya rona guy re mo rata rotlhe ka tl on this day a king was born,positive,Setswana,go turn boyfriend ya rona guy re mo rata rotlhe ka tl on this day a king was born,"['go', 'turn', 'boyfriend', 'ya', 'rona', 'guy', 're', 'mo', 'rata', 'rotlhe', 'ka', 'tl', 'on', 'this', 'day', 'a', 'king', 'was', 'born']"
@user oka ipotsa for eng,neutral,Setswana,oka ipotsa for eng,"['oka', 'ipotsa', 'for', 'eng']"
@user ntja ele aeee the road is always clean because agona ope o fetang teng mole ke beast gigantic ,negative,Setswana,ntja ele aeee the road is always clean because agona ope o fetang teng mole ke beast gigantic,"['ntja', 'ele', 'aeee', 'the', 'road', 'is', 'always', 'clean', 'because', 'agona', 'ope', 'o', 'fetang', 'teng', 'mole', 'ke', 'beast', 'gigantic']"
@user nnyaa mma they aren t,negative,Setswana,nnyaa mma they aren t,"['nnyaa', 'mma', 'they', 'aren', 't']"
@user never tsala ditsala tsame le busy thata ga le na nako ya go ka ntidimatsa ,negative,Setswana,never tsala ditsala tsame le busy thata ga le na nako ya go ka ntidimatsa,"['never', 'tsala', 'ditsala', 'tsame', 'le', 'busy', 'thata', 'ga', 'le', 'na', 'nako', 'ya', 'go', 'ka', 'ntidimatsa']"
@user nna ebile ke tshela quarter cup kae bethela tlhogong tse tsaore ketlonna ke sora nkase di kgone ,negative,Setswana,nna ebile ke tshela quarter cup kae bethela tlhogong tse tsaore ketlonna ke sora nkase di kgone,"['nna', 'ebile', 'ke', 'tshela', 'quarter', 'cup', 'kae', 'bethela', 'tlhogong', 'tse', 'tsaore', 'ketlonna', 'ke', 'sora', 'nkase', 'di', 'kgone']"
@user o tshela metsi san ,negative,Setswana,o tshela metsi san,"['o', 'tshela', 'metsi', 'san']"
@user botsa bubbles nna ke tshogile gore,neutral,Setswana,botsa bubbles nna ke tshogile gore,"['botsa', 'bubbles', 'nna', 'ke', 'tshogile', 'gore']"
@user @user @user @user @user @user @user @user @user bopha bopha bopha ,neutral,Setswana,bopha bopha bopha,"['bopha', 'bopha', 'bopha']"
